Order.ID,Sales,Profit,Shipping.Cost,Ship.Mode
145772,18.0,8.073,1.8199999999999998,Standard Class
113670,307.5,150.63825,45.916000000000004,First Class
109701,16.5,7.982099999999999,2.301,Same Day
153227,18.0,8.643600000000001,2.7820000000000005,First Class
161578,19.5,9.6192,1.599,Second Class
153808,106.5,27.670499999999997,11.362,Second Class
110849,16.5,5.32125,2.327,Standard Class
116785,31.5,9.309000000000001,4.381,Standard Class
154879,162.0,45.3348,14.144000000000002,Standard Class
115812,10.5,2.9484,0.637,Standard Class
114643,22.5,7.1874,3.0290000000000004,Standard Class
109218,48.0,15.552,1.989,Second Class
122679,30.0,9.7416,1.7810000000000001,Standard Class
153619,10.5,5.04,2.08,Same Day
105270,45.0,11.8872,5.226,Standard Class
144078,10.5,3.906,0.806,Standard Class
138737,13.5,3.6288,0.9229999999999999,First Class
156594,70.5,18.447,8.71,Second Class
151253,96.0,25.0146,9.893,Standard Class
115945,31.5,7.86,2.028,Standard Class
153388,10.5,5.04,0.42900000000000005,Standard Class
167745,18.0,8.2344,1.183,Standard Class
144652,28.5,7.5893999999999995,1.3910000000000002,Standard Class
115693,84.0,23.646,6.487,Standard Class
134117,307.5,79.89150000000001,94.185,Second Class
146437,60.0,15.475200000000001,5.083,Second Class
140256,9.0,2.5056000000000003,0.676,Standard Class
100405,12.0,5.6994,3.8870000000000005,Second Class
126732,28.5,7.8498,2.249,Standard Class
161746,18.0,8.5491,0.11699999999999999,Standard Class
112970,15.0,4.2804,3.523,First Class
107104,55.5,15.6114,2.0540000000000003,Standard Class
104689,34.5,10.368,1.7160000000000002,Standard Class
129868,81.0,22.6674,3.107,Standard Class
160934,31.5,9.309000000000001,2.6,Standard Class
134838,19.5,5.200200000000001,1.079,First Class
110478,13.5,4.0542,0.9099999999999999,Standard Class
143084,21.0,5.6295,0.7280000000000001,Standard Class
120117,9.0,3.1008000000000004,0.49400000000000005,Same Day
168228,70.5,18.447,13.520000000000001,First Class
154501,15.0,6.0147,0.273,Standard Class
151127,75.0,28.2492,6.838,First Class
143343,24.0,7.134,1.937,First Class
135167,6.0,2.6199,0.377,Standard Class
138149,18.0,4.5552,2.665,First Class
102974,34.5,9.0948,1.833,Standard Class
141509,148.5,38.688,5.8759999999999994,First Class
112431,9.0,2.3813999999999997,1.0530000000000002,Second Class
100013,9.0,2.6412,0.24700000000000003,Standard Class
124261,51.0,14.894400000000001,1.326,Standard Class
102407,16.5,4.1850000000000005,1.9500000000000002,Second Class
163405,9.0,2.5578000000000003,0.8580000000000001,Standard Class
120838,495.0,128.856,45.006,Second Class
120740,160.5,46.5276,26.975,Same Day
169642,414.0,0.0,41.95100000000001,Second Class
101931,211.5,57.266999999999996,19.448,First Class
127558,30.0,7.9794,6.6690000000000005,First Class
119144,517.5,15.520950000000001,116.792,First Class
157385,33.0,15.7248,3.77,First Class
150203,375.0,108.8631,47.814,First Class
106726,1891.5,491.91870000000006,658.437,First Class
162992,34.5,13.191749999999999,3.0290000000000004,First Class
120243,18.0,8.1498,1.3780000000000001,Second Class
149972,12.0,3.792,2.4699999999999998,First Class
168760,91.5,24.8832,20.397,Second Class
119312,405.0,113.5428,37.869,Second Class
152527,117.0,5.841,23.998,Same Day
118871,406.5,183.22199999999998,45.006,Second Class
110870,39.0,0.7727999999999999,6.383,First Class
125423,15.0,6.8724,1.131,Second Class
125206,171.0,42.9225,18.512,First Class
139010,673.5,13.4745,70.499,Second Class
130638,42.0,19.9584,2.6,Second Class
138688,22.5,10.3071,1.911,Second Class
111115,31.5,16.11,5.654999999999999,Second Class
114972,1651.5,644.3658,474.188,First Class
161669,22.5,10.3071,2.496,First Class
111528,721.5,187.7148,73.645,Same Day
164707,15.0,7.2177,2.8080000000000003,Second Class
122007,136.5,39.5241,8.957,Second Class
108539,1089.0,315.74039999999997,75.465,Second Class
132178,1144.5,68.7096,65.598,Second Class
140963,45.0,22.200000000000003,4.056,First Class
141481,91.5,24.8832,11.011000000000001,First Class
143175,150.0,35.9532,3.965,Second Class
169327,64.5,16.808999999999997,5.122,Second Class
157224,85.5,39.123000000000005,2.7300000000000004,Second Class
165155,24.0,5.81625,5.603,First Class
114125,4.5,2.1168,0.611,Standard Class
110184,375.0,67.4325,68.328,Standard Class
120502,114.0,44.3664,11.687000000000001,Standard Class
115420,31.5,14.724599999999999,3.003,Standard Class
165162,1677.0,83.844,179.30900000000003,Standard Class
149846,12.0,5.6994,1.04,Standard Class
132906,78.0,2.3184,10.075000000000001,Standard Class
100573,25.5,12.3234,2.249,Standard Class
129532,333.0,6.658799999999999,56.342000000000006,Standard Class
148376,160.5,46.5276,14.963000000000001,Standard Class
138282,132.0,35.575199999999995,10.296,Standard Class
130162,139.5,39.0852,8.254999999999999,Standard Class
166226,102.0,27.4752,8.424000000000001,Standard Class
145807,532.5,26.6175,63.544000000000004,Standard Class
129294,211.5,82.29195,19.396,Standard Class
160143,45.0,12.028500000000001,5.304,Standard Class
164959,13.5,6.112350000000001,1.4430000000000003,Standard Class
141929,327.0,98.0325,34.580000000000005,Standard Class
100825,150.0,35.9532,14.222,Standard Class
105914,2362.5,307.1523,165.29500000000002,Standard Class
112291,16.5,8.370000000000001,0.312,Standard Class
133704,66.0,17.787599999999998,2.145,Standard Class
167738,214.5,62.1441,13.363999999999999,Standard Class
138247,543.0,152.0232,34.411,Standard Class
111234,13.5,6.6528,0.9099999999999999,Standard Class
162369,484.5,92.0835,23.569,Standard Class
139759,159.0,44.5032,7.852,Standard Class
121188,1093.5,43.7292,62.608,Standard Class
103835,1737.0,503.7822,73.008,Standard Class
129546,279.0,83.7675,15.782000000000002,Standard Class
160171,2461.5,689.094,129.805,Standard Class
149566,19.5,9.072,0.624,Standard Class
158456,69.0,32.373599999999996,0.49400000000000005,Standard Class
101189,139.5,5.5812,8.593,Standard Class
143280,16.5,7.508249999999999,1.573,Standard Class
137729,9.0,1.5249,0.312,Standard Class
118913,91.5,25.540200000000002,5.577,Standard Class
101343,117.0,5.841,5.603,Standard Class
140046,28.5,13.041,1.612,Standard Class
107328,732.0,204.9264,47.086,Standard Class
100944,457.5,214.9545,19.123,Standard Class
144218,1627.5,423.3138,83.74600000000001,Standard Class
145492,58.5,16.965,3.055,Standard Class
161025,1159.5,162.2628,69.316,Standard Class
161333,70.5,24.57,3.718,Standard Class
140515,571.5,160.1712,28.015,Standard Class
139437,132.0,1.3188,8.099,Standard Class
106824,9.0,0.1782,0.507,Standard Class
162012,252.0,65.559,13.273000000000001,Standard Class
117261,81.0,0.8148,5.044,Standard Class
115609,252.0,65.559,13.39,Standard Class
126242,457.5,114.37875,15.808000000000002,Standard Class
121398,406.5,4.0593,21.749000000000002,Standard Class
157147,30.0,9.8505,3.939,Standard Class
128237,37.5,14.8824,2.639,Standard Class
141838,4.5,1.26,0.24700000000000003,Second Class
128055,79.5,22.2516,4.121,Standard Class
105172,28.5,13.607999999999999,3.458,Standard Class
133851,34.5,15.939,2.9120000000000004,Standard Class
113271,9.0,3.3360000000000003,0.36400000000000005,Standard Class
116932,148.5,38.688,9.789000000000001,Standard Class
117464,18.0,4.8384,2.496,Second Class
145254,61.5,17.704500000000003,4.251,Standard Class
143917,81.0,22.5624,7.189000000000001,Second Class
150490,69.0,19.3116,5.7589999999999995,Standard Class
164406,229.5,64.2222,26.611,Standard Class
143336,13.5,3.7236000000000002,2.0540000000000003,Second Class
130449,87.0,41.2284,4.953,First Class
168592,85.5,36.53925,7.267,Standard Class
159849,9.0,0.1701,0.8710000000000001,Same Day
156433,15.0,6.8724,0.26,Standard Class
153969,90.0,23.212799999999998,8.463,Standard Class
123344,318.0,12.717600000000001,10.387,Standard Class
138240,217.5,62.900999999999996,11.128000000000002,Standard Class
139451,22.5,6.257999999999999,0.5850000000000001,Standard Class
155264,28.5,13.5,3.003,Second Class
115889,544.5,157.87019999999998,44.694,Standard Class
144666,139.5,37.4706,27.456000000000003,Second Class
128622,16.5,4.9275,2.9899999999999998,Second Class
140662,361.5,108.648,19.201,First Class
105249,61.5,29.808,4.407,Same Day
159800,66.0,17.6904,5.135000000000001,First Class
153983,45.0,22.799999999999997,2.7560000000000002,Standard Class
110786,412.5,189.5913,0.26,Standard Class
158701,130.5,35.3808,7.007,Standard Class
155306,2172.0,629.72775,149.24,Standard Class
103716,52.5,14.553,3.939,Standard Class
104486,55.5,15.6744,4.693,Standard Class
150770,13.5,3.8366999999999996,2.899,First Class
136735,252.0,118.34129999999999,28.067,Standard Class
130456,121.5,4.8588,6.097,Standard Class
130204,46.5,12.7332,6.097,Standard Class
167255,24.0,6.514200000000001,2.535,Second Class
169201,66.0,22.869,22.919,First Class
121391,40.5,10.5144,6.799,First Class
152891,90.0,24.48225,3.367,Standard Class
110289,316.5,154.9674,24.154,Standard Class
145485,94.5,23.549999999999997,15.184,Same Day
164497,67.5,23.0928,0.20800000000000002,First Class
168634,12.0,3.0342000000000002,0.8710000000000001,Standard Class
127502,9.0,4.2336,0.35100000000000003,Standard Class
130113,484.5,92.0835,34.71,Standard Class
153661,39.0,18.33705,3.263,First Class
120005,37.5,11.4075,4.55,Same Day
127138,232.5,60.411,8.268,Second Class
136301,7369.5,294.7554,72.917,Second Class
123358,171.0,66.5496,13.350999999999999,Standard Class
152800,9.0,4.3145999999999995,1.599,First Class
122728,156.0,39.105000000000004,6.396,Standard Class
107216,10.5,3.0624,2.0930000000000004,First Class
140382,33.0,15.460650000000001,4.394,Second Class
147137,66.0,30.9918,6.708,First Class
109953,228.0,75.05189999999999,9.438,Standard Class
144855,9.0,4.536,2.08,Second Class
149335,55.5,16.7265,15.795000000000002,Same Day
112585,1074.0,268.365,147.537,First Class
150343,16.5,7.6563,2.0410000000000004,Standard Class
120859,33.0,16.41,2.4699999999999998,First Class
113096,70.5,18.1467,8.502,First Class
114888,9.0,2.8080000000000003,0.24700000000000003,Second Class
100244,18.0,4.7627999999999995,2.418,Standard Class
101385,25.5,10.4328,1.7810000000000001,Standard Class
156811,66.0,17.787599999999998,4.5889999999999995,Standard Class
105494,234.0,63.107099999999996,62.282999999999994,First Class
152940,45.0,6.6915000000000004,10.582,First Class
149482,10.5,5.2029,0.36400000000000005,Standard Class
118500,75.0,20.0475,15.145000000000001,First Class
108455,51.0,13.2093,2.327,Standard Class
115224,528.0,121.5711,17.212,Second Class
131289,13.5,3.7236000000000002,0.949,Standard Class
111738,13.5,4.6512,0.767,Standard Class
108000,15.0,7.334999999999999,0.546,Standard Class
144589,36.0,11.979,1.3910000000000002,Standard Class
150469,18.0,8.5248,1.3,Standard Class
139304,12.0,3.2526,1.4040000000000001,Standard Class
164329,193.5,9.6975,8.541,Same Day
112725,19.5,8.599499999999999,1.7680000000000002,Standard Class
125101,102.0,25.4175,5.5120000000000005,Second Class
167640,36.0,12.178799999999999,2.236,Standard Class
116288,364.5,14.5764,51.75300000000001,Standard Class
147942,9.0,4.0749,0.507,Standard Class
138086,61.5,18.333,2.262,Standard Class
137876,46.5,22.461599999999997,4.784000000000001,Standard Class
163209,34.5,9.9876,0.39,Standard Class
141943,34.5,17.37,4.0040000000000004,Standard Class
104451,121.5,34.0536,12.974,Second Class
117632,12.0,3.14685,0.46799999999999997,Standard Class
100748,87.0,41.2284,7.553,Standard Class
113530,6.0,1.5312,0.24700000000000003,Second Class
130106,4.5,1.0842,0.42900000000000005,Standard Class
131849,39.0,0.0,4.706,Standard Class
159107,4.5,2.0303999999999998,0.507,Second Class
130841,22.5,6.2916,2.1060000000000003,Standard Class
161102,85.5,22.9068,8.762,First Class
168942,280.5,75.5487,9.828,Second Class
168396,78.0,37.26,1.833,Second Class
103828,126.0,33.93495,10.127,Same Day
169264,25.5,6.5052,2.9379999999999997,Second Class
119011,340.5,95.1552,11.804,Standard Class
132619,291.0,14.54625,16.445,Standard Class
110380,10.5,2.66085,0.78,Standard Class
161823,9.0,2.5032,0.7280000000000001,Standard Class
144484,610.5,170.772,138.736,Same Day
116652,163.5,45.7632,16.536,Standard Class
130715,27.0,13.156500000000001,2.639,Standard Class
106180,13.5,3.5721000000000003,1.131,Standard Class
123778,241.5,72.43199999999999,12.272,Standard Class
130148,10.5,3.285,0.7150000000000001,Second Class
106145,108.0,49.5972,9.074000000000002,Same Day
106033,132.0,39.564,7.111,Second Class
131492,13.5,6.4512,0.806,Second Class
123491,2553.0,765.9540000000001,139.997,Standard Class
153948,61.5,29.808,13.078000000000001,Same Day
105130,18.0,4.7627999999999995,0.806,Standard Class
123701,42.0,14.990400000000001,9.139000000000001,First Class
133312,15.0,4.244400000000001,0.8580000000000001,Standard Class
101665,7.5,2.0124,0.611,Standard Class
116715,840.0,226.6461,240.90300000000002,First Class
117457,42.0,20.412,2.691,Standard Class
117926,103.5,31.266000000000002,15.652,Second Class
108854,64.5,16.6764,8.073,Standard Class
122770,13.5,6.3504000000000005,0.741,Standard Class
158736,9.0,2.5056000000000003,0.767,Standard Class
123463,19.5,8.896799999999999,2.7300000000000004,Same Day
163979,1089.0,315.74039999999997,203.385,Second Class
111857,73.5,34.48155,5.642,Second Class
157546,34.5,16.09515,8.281,First Class
135699,165.0,80.7912,8.06,Same Day
103401,19.5,9.331199999999999,0.8710000000000001,Standard Class
154781,10.5,4.5402000000000005,0.325,Standard Class
147648,123.0,60.255300000000005,4.381,Standard Class
154592,247.5,121.1868,79.599,First Class
104976,52.5,25.489800000000002,3.7439999999999998,Standard Class
106334,19.5,8.667,1.274,Standard Class
159380,39.0,17.334,0.754,Standard Class
144267,90.0,42.2577,18.902,First Class
109736,67.5,32.6592,5.018,First Class
106460,106.5,49.9704,14.313,Second Class
105760,25.5,12.069600000000001,1.482,First Class
165820,19.5,9.331199999999999,1.4689999999999999,Standard Class
134775,76.5,38.22,7.956,First Class
163384,48.0,23.328,3.12,First Class
112060,157.5,75.492,10.01,Standard Class
154102,45.0,20.1825,1.7680000000000002,Standard Class
150987,367.5,172.40775000000002,32.565000000000005,Standard Class
136784,246.0,120.51060000000001,9.217,Standard Class
162978,27.0,12.6792,1.7939999999999998,Standard Class
105214,28.5,13.070700000000002,0.09100000000000001,First Class
138870,37.5,17.3148,1.7680000000000002,Standard Class
133074,84.0,41.894999999999996,4.264,Standard Class
167661,93.0,41.823,10.66,Standard Class
148320,54.0,26.3718,4.0040000000000004,Standard Class
162250,12.0,5.2515,0.45499999999999996,Same Day
101245,367.5,172.40775000000002,11.869000000000002,Standard Class
142328,75.0,37.53,3.965,Standard Class
133431,19.5,9.1287,1.586,Standard Class
117163,54.0,18.0378,4.2250000000000005,Standard Class
139857,18.0,8.70675,0.377,Standard Class
107181,51.0,24.139200000000002,4.1080000000000005,Standard Class
104780,48.0,15.7608,4.121,Standard Class
124429,538.5,10.7796,119.72999999999999,Same Day
141726,157.5,75.492,29.796000000000003,First Class
131450,114.0,33.1122,8.71,Standard Class
110527,31.5,14.4072,1.0010000000000001,Standard Class
126480,13.5,5.778,0.8190000000000001,Standard Class
132451,28.5,13.9968,6.63,First Class
133130,123.0,60.255300000000005,6.617,Standard Class
158372,60.0,27.4896,4.381,Standard Class
132913,21.0,5.4483,2.8080000000000003,First Class
106264,18.0,0.17865,0.8320000000000001,Standard Class
163279,159.0,72.8088,9.75,Standard Class
103996,15.0,6.8103,3.263,Second Class
137302,90.0,23.212799999999998,5.3950000000000005,Standard Class
154200,78.0,22.6113,11.388,Standard Class
101707,4.5,2.2176,0.13,Standard Class
153794,399.0,119.637,18.772,Standard Class
101154,666.0,13.317599999999999,26.0,First Class
122371,186.0,87.74430000000001,3.5620000000000003,Standard Class
132486,18.0,8.495999999999999,0.8840000000000001,Second Class
117611,7.5,3.5999999999999996,0.8969999999999999,Second Class
120446,28.5,13.041,4.303,First Class
126725,48.0,23.328,5.707,Standard Class
136420,75.0,35.3346,12.467,First Class
143490,180.0,50.46300000000001,5.772000000000001,Standard Class
145065,12.0,5.4234,1.1960000000000002,First Class
111780,27.0,12.1095,0.026000000000000002,Second Class
125850,66.0,33.3,5.434,Standard Class
100993,22.5,10.82655,1.157,Standard Class
154053,25.5,7.390650000000001,2.0930000000000004,Standard Class
117849,216.0,103.464,24.375,Second Class
159345,168.0,82.2906,22.438000000000002,Standard Class
100300,361.5,108.648,58.734,Second Class
145625,12.0,5.36505,0.46799999999999997,Standard Class
133935,553.5,271.14885,30.290000000000003,Standard Class
106656,6.0,2.8764,1.248,First Class
144729,231.0,2.3166,10.712000000000002,Standard Class
109925,127.5,34.3602,6.903,Second Class
146325,202.5,52.572,10.985,First Class
116498,52.5,15.2685,4.5889999999999995,Standard Class
115364,126.0,2.5128,7.0200000000000005,Standard Class
145429,24.0,11.5197,2.145,Standard Class
105487,61.5,0.6102,2.639,Standard Class
123246,16.5,4.1495999999999995,1.118,Second Class
157196,19.5,9.331199999999999,0.29900000000000004,Standard Class
137022,1216.5,36.5076,65.923,Standard Class
131303,94.5,44.16825,11.869000000000002,Standard Class
136875,249.0,119.8368,47.359,Same Day
126865,139.5,62.7345,24.154,Second Class
169859,66.0,30.808500000000002,9.841000000000001,Standard Class
103338,12.0,3.1122000000000005,1.352,Standard Class
157623,4.5,1.8759,0.52,Standard Class
131275,2784.0,501.1713,122.07000000000001,Standard Class
100860,28.5,13.5,3.5620000000000003,Second Class
157021,45.0,22.200000000000003,3.913,Second Class
142979,60.0,24.4032,5.889,Standard Class
166954,406.5,117.76319999999998,59.123999999999995,Standard Class
103310,61.5,16.6212,2.3400000000000003,Standard Class
127866,19.5,5.7072,0.8190000000000001,First Class
154669,634.5,165.07920000000001,58.136,Second Class
126522,81.0,23.4639,2.3400000000000003,Second Class
109918,40.5,11.0808,2.457,Second Class
112851,274.5,128.9727,24.037,Standard Class
156601,10.5,5.37,0.22100000000000003,Standard Class
158225,253.5,63.543749999999996,8.593,Standard Class
153479,21.0,10.18725,1.833,Standard Class
140403,22.5,11.230799999999999,4.563,Same Day
157924,48.0,12.448800000000002,6.253,First Class
128538,12.0,5.615399999999999,0.42900000000000005,Standard Class
134187,4.5,1.1906999999999999,0.312,Standard Class
160066,7.5,3.6018,0.663,Standard Class
164721,481.5,139.5828,54.339999999999996,Second Class
141110,61.5,17.0268,3.77,Standard Class
113320,13.5,0.9387000000000001,0.7280000000000001,Second Class
133543,18.0,4.7627999999999995,1.534,Standard Class
166961,16.5,4.446899999999999,1.2349999999999999,Standard Class
143371,1498.5,44.9469,99.164,Standard Class
102330,133.5,66.6,10.270000000000001,Standard Class
105725,91.5,42.1314,3.4320000000000004,Standard Class
149993,16.5,5.3955,3.419,First Class
113110,22.5,10.3071,3.198,Standard Class
113593,172.5,45.0216,49.33500000000001,First Class
124919,121.5,31.5432,19.37,First Class
139164,7.5,2.68785,0.44200000000000006,Standard Class
148180,148.5,38.688,6.370000000000001,Standard Class
112011,76.5,19.812,6.058000000000001,Standard Class
142454,105.0,28.455299999999998,7.319,Standard Class
126445,727.5,138.12525,49.803000000000004,Standard Class
110744,1008.0,30.236850000000004,60.853,Standard Class
162166,63.0,1.2564,9.087,First Class
165057,271.5,73.44675000000001,18.174,Standard Class
149713,10.5,3.285,0.806,Second Class
132388,46.5,22.356,12.272,First Class
139290,9.0,3.9744,0.6890000000000001,Standard Class
164882,7.5,1.8900000000000001,1.6900000000000002,Same Day
164448,22.5,10.620000000000001,2.704,Second Class
131457,21.0,10.0674,1.885,Standard Class
126466,3.0,1.7484,0.28600000000000003,Standard Class
154340,84.0,23.646,11.076,First Class
119508,25.5,9.3795,0.195,Standard Class
155586,3.0,0.89505,0.26,Second Class
134075,540.0,140.5482,32.278999999999996,Standard Class
148250,201.0,52.447199999999995,20.267,Standard Class
101938,52.5,15.042300000000001,3.978,Standard Class
126270,108.0,53.9775,7.618,Standard Class
123610,13.5,3.51135,0.962,Standard Class
148852,9.0,0.0,0.14300000000000002,Standard Class
110982,87.0,23.5872,11.167,First Class
141397,33.0,8.4942,8.034,First Class
152534,7.5,2.0124,0.5850000000000001,Second Class
160941,630.0,296.0295,70.096,Standard Class
155978,69.0,20.682000000000002,5.083,Same Day
166163,4.5,2.268,0.44200000000000006,Second Class
105585,15.0,7.365600000000001,1.8199999999999998,First Class
124583,19.5,8.6265,1.7550000000000001,Second Class
151372,6.0,2.6814,2.6,First Class
103709,22.5,5.58,1.248,Standard Class
116561,499.5,9.9882,35.36,Standard Class
123337,25.5,6.817200000000001,1.937,Standard Class
125402,9.0,2.5056000000000003,0.41600000000000004,Standard Class
145898,52.5,20.178,3.848,Same Day
101672,9.0,4.4352,0.507,Standard Class
145583,18.0,5.184,1.482,Standard Class
105291,6.0,1.7919,0.195,Standard Class
146766,289.5,83.868,86.541,Same Day
144092,237.0,116.22555,14.911000000000001,Second Class
155768,34.5,16.8462,0.013000000000000001,Same Day
113985,90.0,40.2975,12.467,Standard Class
149762,33.0,8.877600000000001,2.8340000000000005,Standard Class
165330,124.5,36.2877,23.035999999999998,Same Day
136686,85.5,23.7384,8.801,Standard Class
102792,15.0,4.8708,1.261,Standard Class
101651,60.0,28.0308,5.135000000000001,Standard Class
131058,30.0,14.817599999999999,4.628,Standard Class
112578,21.0,6.10305,1.4170000000000003,Standard Class
123862,12.0,5.32575,1.677,Second Class
104619,39.0,10.0854,2.0930000000000004,Standard Class
107517,2461.5,689.094,100.958,Standard Class
121706,535.5,149.8518,37.518,Standard Class
104080,4.5,1.3104,0.35100000000000003,Standard Class
117534,264.0,68.6556,66.599,First Class
147886,1192.5,11.9322,181.45400000000004,First Class
166128,63.0,21.3486,8.229000000000001,Standard Class
108070,309.0,3.0888,28.639000000000003,Standard Class
166933,3.0,0.9773999999999999,0.29900000000000004,Standard Class
119914,364.5,109.422,32.929,Second Class
133487,229.5,61.94069999999999,36.127,Second Class
137001,22.5,6.1739999999999995,0.507,Second Class
122105,144.0,38.8476,9.724,Standard Class
100384,54.0,17.730900000000002,2.717,Standard Class
100650,1944.0,466.48079999999993,101.348,Second Class
150189,112.5,53.001900000000006,26.701999999999998,First Class
121048,108.0,31.2852,11.804,Standard Class
142342,87.0,43.425,6.162000000000001,Second Class
118724,6.0,2.5343999999999998,0.23399999999999999,Second Class
167913,39.0,18.9,1.7810000000000001,Second Class
156776,2209.5,618.702,209.573,Standard Class
158169,814.5,228.03480000000002,47.853,First Class
166093,3777.0,982.1331,224.99099999999999,Standard Class
109253,306.0,82.4256,22.269,First Class
161956,483.0,144.86399999999998,9.763,Second Class
123001,13.5,4.089,1.3,Standard Class
147410,631.5,157.91250000000002,14.495000000000001,Standard Class
149559,33.0,16.3023,8.112,Same Day
118136,9.0,2.3322,1.703,First Class
117009,33.0,9.223199999999999,2.2880000000000003,Standard Class
140186,147.0,38.1576,14.950000000000001,First Class
137918,145.5,42.3255,10.075000000000001,Standard Class
129378,363.0,90.735,54.327,First Class
131807,24.0,6.161999999999999,0.9229999999999999,Standard Class
154949,22.5,10.82655,1.3910000000000002,Standard Class
142643,229.5,105.32849999999999,10.023,Standard Class
146416,6.0,2.7,0.52,Second Class
163790,13.5,6.336,4.186000000000001,Second Class
